SMILES,human,rat,mouse,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Cc1ccc2c(c1)[nH]c(n2)SCc1ccccn1,1,-1,-1,255.34,18,15,0.14,3,2,1,75.06,66.87,2.11,3.16,3.41,2.19,3.92,2.96,-3.83,0.0375,0.000147,Soluble,-4.23,0.0149,5.83E-05,Moderately soluble,-5.96,0.000279,1.09E-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.61,0,0,0,0,0,0.55,0,0,0,2.45
CC1CCN(CC1)c1ccc(cc1)c1[nH]c2cc(F)cc(c2c(=O)c1C)F,-1,0,0,368.42,27,16,0.32,2,3,1,109.14,36.1,3.36,5.17,5.48,4.05,6.08,4.83,-5.69,0.000756,2.05E-06,Moderately soluble,-5.67,0.00078,2.12E-06,Moderately soluble,-7.9,4.65E-06,1.26E-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,No,No,-4.88,0,0,0,0,1,0.55,0,0,2,2.91
Brc1ccnc(c1)n1nnc(c1)CNC(=O)c1cnc(s1)c1ccc(cc1)S(=O)(=O)C,0,-1,0,519.39,31,22,0.11,7,7,1,118.54,156.35,3.17,2.37,3.81,1.84,3.02,2.84,-4.62,0.0126,2.42E-05,Moderately soluble,-5.29,0.00264,5.08E-06,Moderately soluble,-7.48,1.71E-05,3.30E-08,Poorly soluble,Low,No,No,No,No,Yes,No,Yes,-7.79,1,1,1,1,1,0.55,0,0,1,3.57
CCCCCC(NCc1coc(n1)c1ccc(cc1)OCCC)C,-1,-1,0,330.46,24,11,0.55,11,4,1,99.46,47.29,4.76,5.04,5.04,2.72,5.33,4.58,-4.68,0.00695,2.10E-05,Moderately soluble,-5.77,0.000556,1.68E-06,Moderately soluble,-7.56,9.02E-06,2.73E-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.74,0,0,1,0,1,0.55,0,0,2,3.77
O=c1cnc(nn1C1CCCC1)c1ccccc1,-1,-1,0,241.29,18,12,0.36,2,3,0,70.1,47.78,2.79,2.45,2.42,2.51,2.42,2.52,-3.24,0.139,0.000574,Soluble,-3.1,0.193,0.0008,Soluble,-4.04,0.0219,9.06E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.03,0,0,0,0,0,0.55,0,0,1,2.59
O=C1CCCN1c1ccc(cc1)C(c1nnnn1Cc1ccccc1)N1CCCN(CC1)C1CCC1,1,-1,-1,485.62,36,17,0.5,7,6,0,150.52,70.39,3.76,3.23,2.03,3.43,2.66,3.02,-4.77,0.00819,1.69E-05,Moderately soluble,-4.38,0.0202,4.16E-05,Moderately soluble,-6.26,0.000265,5.46E-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.97,0,3,0,0,0,0.55,0,0,1,4.53
OCC1CCCN(C1)CCCC1CCCc2c1cc(cc2)OCc1noc(n1)c1ccccc1F,0,-1,-1,479.59,35,17,0.5,9,7,1,137.22,71.62,5.04,5.39,5.25,4.1,5.79,5.11,-5.97,0.000509,1.06E-06,Moderately soluble,-6.65,0.000108,2.25E-07,Poorly soluble,-8.59,1.25E-06,2.60E-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-5.4,0,1,0,0,1,0.55,0,0,3,4.79
O=C(Nc1ccccc1Cl)Nc1cnn(c1)c1cccc(c1)C(=O)Nc1cnn(c1)C(C)C,1,-1,1,463.92,33,22,0.13,9,4,3,128.17,105.87,3.55,2.93,4.63,2.93,1.7,3.15,-4.46,0.016,3.46E-05,Moderately soluble,-4.81,0.0071,1.53E-05,Moderately soluble,-7.33,2.19E-05,4.72E-08,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-7.05,0,0,0,0,0,0.55,0,0,2,3.21
CC(c1ccccc1)Sc1nc2nn(cc2c(=O)n1c1ccccc1)CC1COC1,-1,-1,0,418.51,30,21,0.26,6,4,0,118.79,87.24,3.1,3.73,3.76,3.4,3.57,3.51,-4.91,0.00519,1.24E-05,Moderately soluble,-5.25,0.00233,5.57E-06,Moderately soluble,-6.65,9.30E-05,2.22E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.2,0,0,0,0,0,0.55,0,0,2,3.83
Cc1c(cccc1C)CN([C@H]1CCNC1)Cc1ccccn1,0,-1,-1,295.42,22,12,0.42,5,3,1,95.16,28.16,2.98,2.71,2.38,2.36,3.83,2.85,-3.45,0.104,0.000353,Soluble,-2.95,0.328,0.00111,Soluble,-6.38,0.000122,4.14E-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.18,0,0,0,0,0,0.55,0,0,0,2.78
COc1c(Cl)cc(cc1Cl)c1ccc(s1)C(=O)c1c(F)ccc(c1F)O,0,-1,0,415.24,26,17,0.06,4,5,1,98.08,74.77,3.41,6.01,6.79,4.15,7.28,5.53,-6.42,0.000158,3.80E-07,Poorly soluble,-7.36,1.82E-05,4.39E-08,Poorly soluble,-7.9,5.22E-06,1.26E-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-4.57,0,1,0,1,1,0.55,0,0,2,2.89
C#CCn1nnc2n(c1=O)cnc2c1nccs1,1,1,-1,258.26,18,14,0.1,2,5,0,65.19,106.21,2.37,1.27,0.12,0.93,1.1,1.16,-2.68,0.534,0.00207,Soluble,-3.1,0.205,0.000795,Soluble,-1.96,2.86,0.0111,Soluble,High,No,No,Yes,No,No,No,No,-6.97,0,0,0,0,0,0.55,0,1,0,3.04
Fc1ccc2c(c1)c(=O)n(c1n2c(=S)[nH]n1)CCNS(=O)(=O)C,1,1,-1,357.38,23,13,0.25,4,6,2,84.74,141.73,1.46,0.27,1.9,0.43,1.22,1.05,-2.38,1.49,0.00417,Soluble,-2.81,0.556,0.00156,Soluble,-3.62,0.0861,0.000241,Soluble,Low,No,No,No,No,No,No,No,-8.29,0,0,1,1,0,0.55,0,1,1,2.8
Fc1cccc(c1)c1csc(n1)NC(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(=O)C,1,1,1,495.55,34,23,0.04,8,6,2,129.03,141.85,2.39,4.09,6.32,2.54,4.74,4.02,-5.46,0.00171,3.45E-06,Moderately soluble,-6.77,8.33E-05,1.68E-07,Poorly soluble,-9.26,2.70E-07,5.45E-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.42,0,2,1,2,0,0.55,0,0,3,3.37
BrCCN(c1cc(C(=O)N2CCN(CC2)CC)c(cc1S(=O)(=O)C)[N+](=O)[O-])CCBr,-1,-1,0,570.3,30,6,0.61,10,6,0,133.66,115.13,2.55,2.27,2.69,1.45,0.55,1.9,-4.29,0.029,5.08E-05,Moderately soluble,-4.32,0.027,4.74E-05,Moderately soluble,-5.01,0.0056,9.82E-06,Moderately soluble,High,No,No,Yes,Yes,No,Yes,Yes,-8.17,1,2,0,0,0,0.55,0,3,2,3.7
C1CCN(CC1)CCOc1ccc2cc1COCC=CCOCc1cc(c3nc(N2)ncc3)ccc1,-1,-1,0,486.61,36,18,0.38,4,6,1,148.72,68.74,4.08,4.12,4.29,2.48,4.11,3.82,-5.56,0.00134,2.76E-06,Moderately soluble,-5.27,0.00261,5.37E-06,Moderately soluble,-8.53,1.44E-06,2.96E-09,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,No,-6.34,0,2,0,0,0,0.55,0,1,2,5.4
O=C(c1ccc2c(c1)c(n[nH]2)c1ccc(cc1)N1C2COCC1CC2)N[C@H](c1ccccn1)C1CCCC1,-1,1,1,507.63,38,21,0.39,7,4,2,151.96,83.14,3.26,5.18,4.95,3.12,5.01,4.3,-6.2,0.000322,6.34E-07,Poorly soluble,-6.67,0.000108,2.13E-07,Poorly soluble,-8.87,6.90E-07,1.36E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.72,1,3,0,0,1,0.55,0,0,2,5.31
CNc1nc(NCCCN(C)C)c2c(n1)cc(s2)c1cocc1,1,-1,1,331.44,23,14,0.38,7,4,2,95.85,94.46,3.46,3.07,2.98,0.92,3.14,2.71,-3.82,0.0505,0.000152,Soluble,-4.72,0.00631,1.90E-05,Moderately soluble,-6.12,0.000253,7.64E-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,0,0,3.58
ONC(=O)c1ccc(cc1)CN1CCCCc2c1cccc2,1,-1,1,296.36,22,12,0.28,4,2,2,89.46,52.57,1.87,3.07,2.62,2.95,2.59,2.62,-3.75,0.0526,0.000177,Soluble,-3.84,0.0427,0.000144,Soluble,-5.18,0.00195,6.59E-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-5.93,0,0,0,0,0,0.55,0,2,0,2.45
O[C@H](CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)c1nn(c2c1cccc2)C(C)C)CN1CCN(CC1)S(=O)(=O)C,-1,0,-1,532.7,37,9,0.69,9,8,2,155.12,119.39,3.6,1.58,1.22,0.65,0.1,1.43,-3.72,0.101,0.000189,Soluble,-3.7,0.107,0.0002,Soluble,-3.65,0.118,0.000222,Soluble,High,No,Yes,No,No,No,Yes,No,-8.43,1,3,0,0,0,0.55,0,0,2,5.67
N#Cc1cncc(c1Nc1ccc2c(c1C)cc[nH]2)/C=C/c1cccc(c1)S(=O)(=O)N1CCCCC1,-1,0,-1,497.61,36,21,0.21,6,5,2,147.71,110.26,3.58,5.42,6.31,2.2,4.75,4.45,-6.38,0.00021,4.21E-07,Poorly soluble,-7.49,1.61E-05,3.23E-08,Poorly soluble,-9.03,4.60E-07,9.25E-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-5.49,0,3,0,1,1,0.55,0,0,2,3.91
COc1ccc(cc1)S(=O)(=O)n1cc(c2c1ccc(c2)OC)CCC(=O)O,-1,1,-1,389.42,27,15,0.21,7,6,1,100.34,103.21,2.69,2.93,3.99,2.46,2.11,2.84,-4.05,0.0348,8.92E-05,Moderately soluble,-4.76,0.00678,1.74E-05,Moderately soluble,-5.27,0.00209,5.37E-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.6,0,0,0,0,0,0.56,0,0,1,2.96
COc1c(OC)cc2c(c1c1ncco1)c(N)cc(n2)N1CCCN(CC1)C(=O)N1CCOCC1,0,0,-1,482.53,35,15,0.46,6,7,1,141.29,119.42,3.31,1.25,1.32,0.2,1.2,1.45,-3.54,0.139,0.000288,Soluble,-3.36,0.213,0.00044,Soluble,-4.99,0.00492,1.02E-05,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.36,1,2,0,0,0,0.55,0,0,1,4
OC(=O)[C@H](c1c(C)nc(c(c1c1ccc2c(c1C)N(C)CCO2)C)c1nc2c(n1C)cc(cc2)F)OC(C)(C)C,1,1,-1,546.63,40,21,0.39,6,7,1,157.93,89.71,3.67,5.22,5.85,3.23,6.14,4.82,-6.51,0.000169,3.09E-07,Poorly soluble,-6.85,7.69E-05,1.41E-07,Poorly soluble,-8.73,1.02E-06,1.86E-09,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-5.93,1,4,0,0,1,0.56,0,0,2,4.84
CCCCCC(NCc1coc(n1)c1ccc(cc1)OCC(=O)c1ccccc1)C,-1,-1,0,406.52,30,17,0.36,12,5,1,119.56,64.36,4.47,5.55,5.51,2.65,6.02,4.84,-5.48,0.00133,3.28E-06,Moderately soluble,-6.66,8.85E-05,2.18E-07,Poorly soluble,-9.18,2.68E-07,6.59E-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-4.84,0,0,1,0,1,0.55,0,0,3,4
Cc1cn2c(s1)nc(c2C(=O)NCc1ccc(c(c1)F)N1CCN(CC1)c1ccc(cc1)OC(F)(F)F)C,0,-1,-1,547.57,38,20,0.31,8,7,1,143.62,90.35,4.57,6.77,6.07,3.25,5.18,5.17,-7.36,2.38E-05,4.35E-08,Poorly soluble,-8.47,1.84E-06,3.36E-09,Poorly soluble,-8.02,5.21E-06,9.51E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,No,-4.83,1,3,0,1,1,0.55,2,0,3,3.79
CC(=O)N1CCN(C(=O)C1(C)C)c1cccc(c1)c1cc(c2n1ncnc2N)Cl,-1,0,0,412.87,29,15,0.3,3,4,1,118.96,96.83,3.17,1.61,1.85,2.2,1.47,2.06,-3.6,0.104,0.000252,Soluble,-3.26,0.229,0.000555,Soluble,-5.17,0.0028,6.79E-06,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-7.68,0,0,0,0,0,0.55,0,0,1,3.17
CNC[C@H](CCN1c2ccccc2N(S1(=O)=O)c1ccccc1Cl)O,-1,0,-1,381.88,25,12,0.29,6,4,2,106.4,81.26,2.9,2.11,2.83,2.58,1.32,2.35,-3.5,0.122,0.000319,Soluble,-3.45,0.136,0.000357,Soluble,-5.18,0.00249,6.53E-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.13,0,0,0,0,0,0.55,0,0,1,3.9
COC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c2ccc(c1)OC([2H])([2H])[2H],1,-1,1,330.35,24,11,0.35,3,5,0,88.69,73.66,2.56,1.42,1.25,1.17,1.17,1.51,-2.92,0.394,0.00119,Soluble,-2.57,0.886,0.00268,Soluble,-3.48,0.109,0.00033,Soluble,High,No,Yes,No,No,No,Yes,No,-7.31,0,0,0,0,0,0.55,0,0,0,3.72
CCCN(CCOc1ccc2c(c1)[nH]c1c(c2=O)cc(cc1)Cl)CCC,0,-1,0,372.89,26,14,0.38,8,3,1,110.12,45.33,4.04,5.4,4.84,3.02,5.68,4.59,-5.42,0.0014,3.76E-06,Moderately soluble,-6.11,0.000292,7.82E-07,Poorly soluble,-8.12,2.81E-06,7.53E-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-4.74,0,0,0,0,1,0.55,0,1,3,2.59
COc1ccc2c(c1C)nc(cc2O[C@@H]1C[C@@H]2N(C1)C(=O)[C@H](CCCCC/C=C\[C@H]1[C@](NC2=O)(C1)C(=O)NS(=O)(=O)C1(C)CC1)NC(=O)c1ccn(n1)C)OC(C)C,-1,1,-1,819.97,58,15,0.56,12,11,3,223.35,208.53,2.87,4.74,3.87,0.86,2.24,2.92,-7.31,4.02E-05,4.90E-08,Poorly soluble,-8.85,1.16E-06,1.42E-09,Poorly soluble,-8.42,3.10E-06,3.78E-09,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.94,2,3,2,1,3,0.17,0,1,3,7.5
O=C(c1ccco1)N(CC1CCCCC1)CCN1[C@@H]2CC[C@H]1CC(C2)c1cccc(c1)C(=O)N,-1,0,-1,463.61,34,11,0.57,9,4,1,136.95,79.78,4.08,4.92,4.43,3,3.68,4.02,-5.46,0.00161,3.47E-06,Moderately soluble,-6.33,0.000216,4.66E-07,Poorly soluble,-6.1,0.000369,7.96E-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-5.63,0,2,0,0,0,0.55,0,0,3,5.2
O=C(c1ccc(cc1)c1cnc(c(c1)c1ccc(nc1)C(F)(F)F)N)N1CCOCC1,0,-1,0,428.41,31,18,0.23,5,7,1,112.71,81.34,2.83,2.69,4.66,2.17,4.08,3.29,-4.29,0.0219,5.12E-05,Moderately soluble,-4.05,0.0381,8.90E-05,Moderately soluble,-7.25,2.44E-05,5.69E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7,0,0,0,0,0,0.55,0,0,1,3.06
COc1cc(NC(=O)c2cccc(c2)n2ncc3c2ccc(c3)Nc2ccccc2)cc(c1OC)OC,0,0,-1,494.54,37,27,0.1,9,5,2,144.3,86.64,3.86,5.52,5.86,3.35,4.08,4.53,-6.33,0.000231,4.68E-07,Poorly soluble,-7.1,3.94E-05,7.97E-08,Poorly soluble,-9.9,6.23E-08,1.26E-10,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.4,0,3,0,0,1,0.55,0,0,3,3.41
Clc1cc(OCCC(F)(F)F)cc(c1)n1cc(c2ccc[nH]c2=O)c(=O)n(c1=O)c1cccnc1,-1,1,1,504.85,35,24,0.13,7,8,1,122.79,98.98,3.2,3.44,4.98,2.94,4.71,3.85,-5.18,0.00332,6.57E-06,Moderately soluble,-5.2,0.00319,6.32E-06,Moderately soluble,-8.4,2.02E-06,4.00E-09,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-6.94,1,1,0,0,0,0.55,0,0,1,3.56
CN(CCCC(=O)NCc1ccc(cc1)Nc1ncc(c(n1)c1cnn(c1)C(C)C)C)C,1,-1,-1,435.57,32,17,0.42,11,5,2,128.34,87.97,4.37,2.56,3.78,1.67,3.1,3.1,-3.82,0.0659,0.000151,Soluble,-4.06,0.0384,8.81E-05,Moderately soluble,-7.58,1.14E-05,2.62E-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.14,0,0,1,0,0,0.55,0,0,2,3.49
O=C(c1ccc(cc1)CN1CCC/C(=C\c2ccncc2)/C1=O)Nc1ccccc1N,1,-1,-1,412.48,31,18,0.16,6,3,2,126.37,88.32,2.83,2.79,3.3,2.33,3.6,2.97,-4.19,0.0267,6.47E-05,Moderately soluble,-4.3,0.0206,5.00E-05,Moderately soluble,-7.66,9.04E-06,2.19E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.84,0,0,0,0,0,0.55,0,2,1,3.03
O=C(c1ccc([nH]c1=O)C(F)(F)F)NC1CCCc2c1cccc2O,0,-1,0,352.31,25,12,0.29,4,6,3,84.04,82.19,2.31,2.51,3.73,2.43,3.71,2.94,-3.7,0.0708,0.000201,Soluble,-3.88,0.0462,0.000131,Soluble,-5.6,0.000887,2.52E-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.67,0,0,0,0,0,0.55,0,0,1,2.96
Oc1cc(Nc2cc(nn2C2CCCCC2)c2cc(F)ccc2C)c(c(c1)O)C(=O)N1Cc2c(C1)cccc2,-1,-1,0,526.6,39,23,0.29,6,5,3,153.7,90.62,3.7,6.31,6.55,4.12,4.86,5.11,-7.12,3.99E-05,7.57E-08,Poorly soluble,-8,5.24E-06,9.95E-09,Poorly soluble,-8.59,1.34E-06,2.55E-09,Poorly soluble,Low,No,No,No,Yes,No,Yes,No,-5.03,1,3,0,1,1,0.55,0,0,2,4.07
O=C1S[C@@H](C(=O)N1)C[C@@H](c1ccc([nH]c1=O)c1ccc2c(c1)c(F)ccc2)C(C)C,-1,1,-1,424.49,30,16,0.26,5,4,2,121.56,104.33,2.78,4.82,4.85,3.55,5.87,4.38,-5.57,0.00113,2.67E-06,Moderately soluble,-6.74,7.66E-05,1.80E-07,Poorly soluble,-8.12,3.22E-06,7.59E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.47,0,0,0,0,0,0.55,0,1,2,4.13
COc1ccc2c(c1)C1CC1(Cn1c2c(C2CCCCC2)c2c1cc(cc2)C(=O)NS(=O)(=O)CC)C(=O)N1C2CCC1CN(C2)C,1,-1,-1,644.82,46,15,0.56,8,6,1,186.92,109.33,3.72,4.99,5.56,2.88,3.84,4.2,-6.69,0.00013,2.02E-07,Poorly soluble,-7.03,6.08E-05,9.44E-08,Poorly soluble,-7.96,7.05E-06,1.09E-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-6.69,1,3,0,0,2,0.55,0,0,3,6.78
COc1ccc(cn1)NC(=O)C(=O)c1cn(c2c1cccc2)C(C)C,-1,-1,0,337.37,25,15,0.21,6,4,1,96.32,73.22,2.31,2.65,3.26,1.18,2.62,2.4,-3.65,0.0757,0.000224,Soluble,-3.84,0.0489,0.000145,Soluble,-5.47,0.00114,3.38E-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.48,0,0,0,0,0,0.55,0,1,0,2.72
OCC[C@@]1(CCN(C(=O)O1)[C@H](c1ccc(cc1)c1ccc(cc1F)F)C)c1ccccc1,-1,0,-1,437.48,32,18,0.27,6,5,1,122.31,49.77,3.75,5,5.84,4.66,5.95,5.04,-5.72,0.000829,1.89E-06,Moderately soluble,-5.78,0.000718,1.64E-06,Moderately soluble,-8.61,1.07E-06,2.45E-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-5.42,1,1,0,0,0,0.55,0,0,2,3.98
Clc1cc(SCc2ccccc2C(F)(F)F)c(cc1C)S(=O)(=O)/N=C(/n1nccc1c1ccccc1)\N,0,-1,-1,565.03,37,23,0.12,8,7,1,139.12,124.02,3.22,6.49,8.46,6.04,5.47,5.94,-7.36,2.44E-05,4.33E-08,Poorly soluble,-8.89,7.27E-07,1.29E-09,Poorly soluble,-9.77,9.62E-08,1.70E-10,Poorly soluble,Low,No,No,Yes,Yes,No,No,No,-5.14,2,3,0,1,1,0.17,0,2,3,4.15
ONC(=O)c1cnc(nc1)N1CCC2(C1)CN(C2)Cc1cnc2c(c1)cccc2,-1,-1,0,390.44,29,16,0.33,5,6,2,114.24,94.48,2.52,1.27,0.94,1.29,1.32,1.47,-3.14,0.283,0.000726,Soluble,-2.85,0.548,0.0014,Soluble,-5.55,0.00109,2.79E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-7.78,0,0,0,0,0,0.55,0,2,1,3.21
Cn1nc2c(c1c1ccc(cc1)CNS(=O)(=O)C)ncn(c2=O)CC1(O)CCN(CC1)Cc1ccc(cc1Cl)c1ccco1,-1,0,0,637.15,44,26,0.32,9,9,2,173.22,143.87,3.79,2.67,4.18,1.53,3.39,3.11,-5.32,0.00308,4.83E-06,Moderately soluble,-5.34,0.00289,4.54E-06,Moderately soluble,-9.55,1.78E-07,2.79E-10,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,No,-8.29,2,3,1,1,1,0.17,0,0,2,4.47
OCCCN1CCCC(C1)COc1ccc2c(c1)oc(=O)c(c2C)C,1,-1,1,345.43,25,10,0.55,6,5,1,103.22,62.91,3.58,2.63,2.5,2.21,4.13,3.01,-3.54,0.0999,0.000289,Soluble,-3.6,0.0865,0.00025,Soluble,-5.63,0.000814,2.36E-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.54,0,0,0,0,0,0.55,0,1,0,3.89
COc1ccc(cn1)NC(=O)C(=O)c1cn(c2c1cccc2)CC1CCCO1,-1,-1,1,379.41,28,15,0.29,7,5,1,104.91,82.45,2.03,2.29,2.85,0.83,2.71,2.14,-3.57,0.102,0.000269,Soluble,-3.66,0.0832,0.000219,Soluble,-5.64,0.000865,2.28E-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.99,0,0,0,0,0,0.55,0,1,1,3.45
O=C(C1CC1)Nc1nccc(c1)Oc1ccc(cc1F)Nc1nccc2c1c(=O)c(cn2C)c1ccc(cc1)F,1,-1,-1,539.53,40,28,0.13,8,7,2,148.28,98.14,3.74,4.76,6.74,3.64,5.22,4.82,-6.17,0.000362,6.70E-07,Poorly soluble,-6.55,0.000152,2.81E-07,Poorly soluble,-10.7,1.07E-08,1.99E-11,Insoluble,Low,No,No,No,Yes,Yes,Yes,Yes,-6.21,1,3,0,1,0,0.55,0,0,3,3.81
CCN1CCN(CC1)Cc1onc(n1)c1ccc(c(c1)OC)Nc1ncc2c(n1)N(C1CCCC1)[C@@H](C(=O)N2C)CC,0,0,-1,575.71,42,17,0.57,9,9,1,175.77,115.99,5.74,3.8,2.25,2.09,2.15,3.21,-5.51,0.00178,3.10E-06,Moderately soluble,-5.93,0.000676,1.17E-06,Moderately soluble,-7.26,3.15E-05,5.47E-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.11,2,3,0,0,0,0.17,0,0,3,5.24
O=C(N1CCC(CC1)c1onc(n1)c1cccs1)Cc1cccs1,-1,-1,0,359.47,24,15,0.35,5,4,0,98.68,115.71,3.47,2.9,3.43,1.91,5.04,3.35,-4.03,0.0337,9.37E-05,Moderately soluble,-4.99,0.00367,1.02E-05,Moderately soluble,-5.24,0.00207,5.75E-06,Moderately soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.43,0,0,0,0,0,0.55,0,0,1,3.38
NC(=O)COc1ccc2c(c1)S(=O)(=O)N=C(N2)c1c(O)c(nn(c1=O)CCC(C)(C)C)c1ccc(s1)C,1,-1,-1,545.63,37,17,0.33,8,8,3,147.95,202.59,2.54,3.04,2.98,1.5,3.78,2.77,-4.95,0.00612,1.12E-05,Moderately soluble,-6.96,5.98E-05,1.10E-07,Poorly soluble,-6.66,0.000121,2.21E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-7.47,2,2,1,1,1,0.17,0,0,2,4.63
N#CCCc1cc(C)c(c(c1)C)Oc1cc(Nc2ccc(cc2)C#N)c(cc1CO)N,0,-1,-1,412.48,31,18,0.2,7,4,3,122.01,115.09,2.92,3.82,5.1,2.52,4.9,3.85,-4.77,0.00698,1.69E-05,Moderately soluble,-5.93,0.000482,1.17E-06,Moderately soluble,-8.36,1.79E-06,4.35E-09,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.1,0,0,0,0,0,0.55,0,1,2,3.35
OC(=O)CCNc1cc(nc(n1)c1ccccn1)N1CCc2c(CC1)cccc2,1,-1,-1,389.45,29,18,0.27,6,5,2,115.24,91.24,2.66,3.64,2.46,2.26,2.85,2.77,-4.61,0.00954,2.45E-05,Moderately soluble,-5.24,0.00222,5.70E-06,Moderately soluble,-6.92,4.63E-05,1.19E-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.56,0,0,2,3.06
Nc1ncc(cc1c1ccc(c(c1)F)C(F)(F)F)c1ccc(cc1)S(=O)(=O)C,1,1,-1,410.39,28,18,0.11,4,7,1,97.57,81.43,2.38,3.98,7.22,3.87,4.58,4.41,-5.1,0.00323,7.88E-06,Moderately soluble,-5.39,0.00167,4.06E-06,Moderately soluble,-8.09,3.33E-06,8.11E-09,Poorly soluble,Low,No,No,No,Yes,No,No,No,-5.98,0,1,0,1,0,0.55,0,0,2,2.81
N#Cc1c(N)nc(nc1N1[C@@H](C)CC[C@H]1c1nc2cccc(c2c(=O)n1c1ccccc1)C#Cc1cccnc1)N,-1,1,-1,539.59,41,28,0.16,3,6,2,160.61,152.63,3.33,4.38,3.13,2.84,2.9,3.32,-6.25,0.000302,5.59E-07,Poorly soluble,-7.3,2.69E-05,4.99E-08,Poorly soluble,-8.44,1.95E-06,3.61E-09,Poorly soluble,Low,No,Yes,No,No,Yes,No,No,-6.48,1,2,1,1,1,0.55,0,1,2,4.94
